city,category,business_count,open_count,total_reviews,mean_stars_business,trimmed_mean_stars_business,median_review_stars,q25_review_stars,q75_review_stars,share_low_reviews,share_high_reviews,polarization_index,volatility
Philadelphia,Pizza,800,529,68523,3.251875,3.27578125,4.0,3.0,5.0,0.22693110342512732,0.6471841571443165,0.8741152605694439,1.414486111424073
Philadelphia,Italian,505,279,82982,3.627722772277228,3.685185185185185,4.0,3.0,5.0,0.18365428647176496,0.685124484828035,0.8687787712998,1.3076333054328615
Philadelphia,Chinese,471,300,56947,3.476645435244161,3.496021220159151,4.0,3.0,5.0,0.16629497603034402,0.7059195392206788,0.8722145152510229,1.2869689069692716
Philadelphia,Burgers,364,249,41865,2.965659340659341,2.9726027397260273,4.0,3.0,5.0,0.23845694494207573,0.61480950674788,0.8532664516899559,1.3989643839525234
Philadelphia,Seafood,359,239,53422,3.5445682451253484,3.5795847750865053,4.0,3.0,5.0,0.1842686533637827,0.6910448878739096,0.8753135412376923,1.3232248085109115
Philadelphia,Mexican,315,208,42210,3.634920634920635,3.6936758893280635,4.0,3.0,5.0,0.1799099739398247,0.6801468846244966,0.8600568585643212,1.2873813331789077
Philadelphia,Delis,308,200,20238,3.7305194805194803,3.7600806451612905,4.0,3.0,5.0,0.1670619626445301,0.7168198438580887,0.8838818065026188,1.3060690720694785
Philadelphia,Salad,280,178,35619,3.6375,3.674107142857143,4.0,3.0,5.0,0.18397484488615626,0.6910356832027851,0.8750105280889413,1.323234116938799
Philadelphia,Specialty Food,270,164,44602,3.8851851851851853,3.928240740740741,5.0,4.0,5.0,0.11591408457019864,0.7775884489484777,0.8935025335186763,1.163266696586177
Philadelphia,Chicken Wings,240,180,14869,2.9791666666666665,2.9713541666666665,4.0,2.0,5.0,0.281525321137938,0.5841011500437151,0.8656264711816531,1.5033527990218865
Philadelphia,Bakeries,238,166,33034,3.850840336134454,3.9348958333333335,5.0,4.0,5.0,0.12054247139311013,0.7826784525034812,0.9032209238965914,1.1876694484021975
Philadelphia,Japanese,237,133,37398,3.7658227848101267,3.81151832460733,4.0,3.0,5.0,0.15032889459329377,0.7138349644366009,0.8641638590298947,1.238720108858775
Philadelphia,Asian Fusion,229,130,39592,3.6986899563318776,3.7513513513513512,4.0,3.0,5.0,0.158693675489998,0.7015558698727016,0.8602495453626995,1.2505018128412424
Philadelphia,Vegetarian,205,104,38024,3.8878048780487804,3.9454545454545453,4.0,4.0,5.0,0.1331790448138018,0.7517883442036608,0.8849673890174626,1.2000997585787223
Philadelphia,Caterers,203,130,20335,3.7044334975369457,3.745398773006135,4.0,3.0,5.0,0.17536267519055815,0.7010572903860339,0.8764199655765921,1.3114218919718992
Philadelphia,Sushi Bars,184,112,29555,3.7309782608695654,3.777027027027027,4.0,3.0,5.0,0.16163085772288951,0.6977161224835053,0.8593469802063949,1.256751518539388
Philadelphia,Mediterranean,182,101,29504,3.923076923076923,3.9726027397260273,4.0,4.0,5.0,0.13574430585683298,0.7522369848156182,0.8879812906724512,1.2175241010727553
Philadelphia,Cheesesteaks,177,121,38161,3.5141242937853105,3.5489510489510487,4.0,3.0,5.0,0.22093236550404863,0.6283378318178244,0.8492701973218731,1.378733061600653
Philadelphia,Pubs,176,102,38742,3.627840909090909,3.640845070422535,4.0,3.0,5.0,0.16875742088689277,0.6689381033503691,0.8376955242372619,1.2312573819564292
Philadelphia,Cocktail Bars,169,115,42437,3.8195266272189348,3.843065693430657,4.0,3.0,5.0,0.16068525107806866,0.6985413672031482,0.8592266182812168,1.2466703636466478
Philadelphia,Vegan,151,87,26134,4.132450331125828,4.1570247933884295,4.0,4.0,5.0,0.12539220938241372,0.7654396571516032,0.890831866534017,1.178324143955934
Philadelphia,Beer,137,96,39226,3.718978102189781,3.7477477477477477,4.0,4.0,5.0,0.12754295620251874,0.754015194003977,0.8815581502064956,1.1807325193946139
Philadelphia,Wine & Spirits,137,96,39226,3.718978102189781,3.7477477477477477,4.0,4.0,5.0,0.12754295620251874,0.754015194003977,0.8815581502064956,1.1807325193946139
Philadelphia,Vietnamese,136,74,16071,3.9375,3.9954545454545456,4.0,3.0,5.0,0.1291767780474146,0.7423309066019538,0.8715076846493685,1.183456547007924
Philadelphia,Barbeque,133,81,19597,3.669172932330827,3.691588785046729,4.0,3.0,5.0,0.2060519467265398,0.654436903607695,0.8604888503342348,1.343533643677095
Philadelphia,Diners,130,66,26959,3.480769230769231,3.514423076923077,4.0,3.0,5.0,0.18565228680589044,0.6743573574687488,0.8600096442746392,1.3048675580765212
Philadelphia,Juice Bars & Smoothies,129,92,19952,3.7868217054263567,3.8190476190476192,5.0,4.0,5.0,0.12099037690457097,0.7799218123496391,0.9009121892542101,1.187359171259471
Philadelphia,Sports Bars,127,83,18312,3.283464566929134,3.3155339805825244,4.0,2.0,5.0,0.2757754477937964,0.5591415465268676,0.834916994320664,1.4238952474806692
Philadelphia,Lounges,126,69,26785,3.3452380952380953,3.372549019607843,4.0,3.0,5.0,0.19230912824341984,0.6387903677431398,0.8310994959865596,1.2752842445827741
Philadelphia,Grocery,125,90,12918,3.868,3.9455445544554455,5.0,4.0,5.0,0.08538473447902152,0.8340300356092274,0.9194147700882489,1.0715432251305277
Philadelphia,Indian,122,64,14704,3.7172131147540983,3.7908163265306123,4.0,3.0,5.0,0.17076985854189336,0.7146354733405876,0.8854053318824809,1.3156743463774216
Philadelphia,Middle Eastern,118,66,18373,3.885593220338983,3.921875,5.0,4.0,5.0,0.11756381646981985,0.782887933380504,0.9004517498503238,1.1829844846259305
Philadelphia,Food Trucks,117,87,6421,4.081196581196581,4.1421052631578945,5.0,4.0,5.0,0.11976327674817007,0.7819654259461143,0.9017287026942844,1.1834034513894118
Philadelphia,Thai,113,59,18232,3.743362831858407,3.7747252747252746,4.0,3.0,5.0,0.16169372531812198,0.7057920140412461,0.8674857393593681,1.2599419679266903
